576	1152	1152	1152	1152	576	288	576	1152	2304	1152	2304	1152	1152	576	1152	1152	1152	1152	1152	1152	576	1152	2304	1152	1152	1152	1152	1152	1152	1152	1152	2304	2304	2304	1152	2304	1152	1152	2304	1152	2304	576	1152	576	1152	1152	1152	288	-0.691407	
576	576	1152	576	1152	576	576	576	1152	1152	1152	2304	2304	1152	1152	1152	1152	2304	2304	2304	1152	1152	2304	2304	1152	2304	1152	1152	576	1152	1152	1152	1152	2304	1152	1152	2304	2304	1152	2304	2304	1152	576	576	1152	576	576	1152	288	-0.726473	
288	1152	576	1152	1152	576	288	576	1152	2304	2304	1152	1152	2304	576	1152	2304	2304	2304	2304	2304	576	1152	2304	1152	2304	2304	2304	576	1152	1152	2304	1152	2304	2304	576	1152	2304	1152	2304	2304	1152	288	576	576	576	576	1152	576	-0.642784	
288	576	1152	576	576	576	576	576	1152	1152	2304	2304	2304	1152	576	2304	2304	2304	2304	1152	2304	576	1152	2304	2304	1152	1152	1152	1152	1152	1152	2304	2304	2304	2304	1152	2304	2304	2304	1152	2304	2304	576	1152	1152	1152	1152	576	288	-0.797973	
288	1152	1152	576	576	1152	576	1152	1152	2304	1152	1152	2304	1152	1152	2304	1152	1152	2304	1152	2304	576	1152	2304	2304	1152	1152	2304	576	2304	1152	2304	1152	1152	1152	1152	2304	2304	2304	1152	1152	1152	288	1152	1152	1152	1152	576	576	-0.684968	
288	1152	1152	1152	1152	576	576	576	2304	1152	2304	1152	1152	2304	1152	1152	1152	1152	1152	1152	1152	1152	1152	2304	1152	2304	2304	1152	576	1152	2304	1152	2304	1152	2304	1152	1152	1152	1152	1152	1152	1152	288	1152	576	1152	576	1152	288	-0.672111	
576	1152	1152	1152	576	576	576	1152	1152	2304	2304	2304	1152	2304	576	2304	2304	1152	2304	1152	1152	576	2304	2304	2304	1152	2304	2304	1152	1152	1152	2304	1152	1152	1152	1152	2304	2304	1152	2304	2304	2304	288	576	576	576	576	576	576	-0.732285	
288	576	576	576	576	1152	576	1152	1152	1152	2304	1152	2304	1152	576	1152	1152	1152	2304	1152	1152	576	1152	2304	2304	1152	1152	2304	1152	2304	1152	2304	2304	1152	1152	1152	2304	2304	2304	1152	1152	1152	576	1152	1152	576	1152	576	576	-0.755689	
288	576	1152	576	576	576	576	576	2304	1152	1152	1152	1152	1152	1152	1152	1152	2304	2304	1152	1152	576	2304	2304	2304	2304	1152	1152	576	2304	1152	2304	2304	1152	1152	576	2304	2304	1152	1152	1152	1152	288	1152	576	576	576	576	576	-0.652429	
576	1152	1152	1152	576	1152	576	1152	2304	1152	2304	2304	2304	2304	576	1152	1152	1152	1152	2304	1152	1152	1152	2304	1152	2304	2304	1152	576	2304	1152	2304	1152	2304	2304	1152	2304	1152	2304	1152	2304	1152	576	1152	1152	1152	1152	576	288	-0.746267	
576	1152	576	576	576	576	288	576	1152	1152	2304	1152	2304	1152	1152	2304	1152	1152	2304	1152	1152	576	1152	2304	1152	1152	1152	2304	576	2304	1152	1152	1152	2304	1152	576	1152	1152	1152	2304	2304	1152	288	1152	1152	576	1152	1152	576	-0.698791	
288	576	576	1152	1152	576	288	1152	2304	1152	2304	1152	2304	2304	1152	2304	2304	1152	2304	2304	1152	1152	2304	2304	2304	2304	1152	1152	1152	2304	1152	1152	1152	1152	1152	1152	2304	1152	1152	1152	2304	2304	576	1152	1152	1152	1152	576	576	-0.782568	
576	1152	576	576	576	1152	576	576	1152	1152	2304	2304	2304	2304	576	2304	1152	1152	2304	2304	1152	1152	2304	2304	2304	1152	1152	2304	1152	1152	1152	2304	2304	1152	2304	1152	2304	2304	2304	2304	2304	1152	288	576	1152	576	576	1152	288	-0.686957	
288	1152	1152	576	576	576	288	1152	2304	1152	2304	2304	2304	1152	576	2304	1152	1152	2304	2304	1152	576	1152	2304	1152	2304	2304	1152	1152	2304	2304	1152	1152	2304	1152	1152	2304	1152	2304	2304	2304	1152	288	576	576	1152	576	576	288	-0.687427	
576	576	1152	1152	1152	1152	576	576	1152	2304	2304	1152	2304	1152	576	1152	1152	1152	2304	2304	2304	1152	2304	2304	1152	2304	2304	1152	1152	1152	2304	2304	2304	2304	1152	1152	2304	2304	2304	1152	1152	1152	576	1152	576	576	1152	1152	288	-0.796024	
288	576	1152	1152	1152	1152	576	1152	2304	1152	2304	2304	1152	1152	1152	2304	1152	1152	1152	2304	2304	576	2304	2304	2304	2304	1152	1152	1152	1152	2304	1152	1152	1152	1152	576	1152	2304	2304	2304	2304	1152	288	576	1152	1152	1152	1152	288	-0.713922	
288	1152	1152	1152	576	1152	576	1152	2304	1152	2304	1152	1152	2304	1152	1152	1152	1152	2304	1152	2304	576	2304	2304	1152	1152	1152	2304	576	1152	1152	2304	2304	2304	1152	576	2304	1152	2304	1152	1152	1152	288	1152	1152	576	576	576	576	-0.681201	
576	1152	1152	1152	1152	1152	576	1152	2304	1152	1152	1152	1152	2304	1152	1152	2304	2304	2304	1152	1152	576	2304	2304	1152	1152	1152	1152	576	2304	1152	2304	1152	1152	1152	576	1152	1152	1152	1152	2304	1152	576	576	576	576	576	576	288	-0.731832	
288	1152	576	1152	1152	576	288	576	1152	1152	1152	2304	1152	1152	576	1152	2304	2304	2304	1152	2304	1152	2304	2304	2304	1152	2304	2304	1152	2304	2304	2304	1152	2304	2304	576	1152	1152	1152	1152	1152	1152	288	576	1152	576	576	576	288	-0.730264	
576	576	576	576	576	1152	288	1152	2304	2304	1152	1152	1152	1152	576	2304	2304	2304	1152	1152	1152	1152	1152	2304	1152	1152	1152	1152	1152	2304	1152	2304	2304	2304	1152	1152	1152	1152	2304	1152	1152	1152	288	576	576	1152	1152	576	288	-0.599004	
576	1152	1152	576	576	1152	576	1152	1152	1152	2304	1152	2304	1152	576	1152	2304	1152	2304	1152	2304	1152	1152	2304	2304	1152	1152	2304	1152	2304	1152	2304	1152	1152	2304	1152	1152	2304	1152	1152	1152	1152	576	576	576	1152	1152	1152	576	-0.736473	
576	576	576	576	1152	1152	288	576	2304	1152	2304	2304	1152	1152	1152	2304	1152	1152	2304	2304	1152	576	1152	2304	1152	2304	2304	2304	1152	2304	2304	1152	1152	1152	1152	1152	1152	2304	1152	2304	1152	2304	288	576	1152	576	1152	576	576	-0.754863	
288	1152	576	1152	1152	576	576	1152	1152	2304	2304	1152	2304	1152	1152	2304	2304	2304	2304	2304	2304	576	1152	2304	1152	2304	1152	1152	1152	2304	1152	1152	1152	2304	2304	1152	2304	1152	1152	1152	1152	2304	288	1152	1152	1152	576	1152	576	-0.713859	
576	576	1152	576	576	576	288	576	1152	1152	2304	2304	2304	1152	1152	1152	1152	2304	2304	1152	1152	576	2304	2304	2304	1152	1152	2304	1152	2304	2304	2304	1152	2304	1152	576	2304	1152	2304	2304	1152	2304	288	1152	576	1152	576	1152	576	-0.764131	
576	576	576	576	1152	576	576	576	2304	1152	2304	1152	2304	1152	576	1152	2304	2304	1152	2304	1152	576	1152	2304	2304	2304	1152	1152	576	1152	2304	2304	2304	2304	2304	576	1152	1152	1152	1152	2304	1152	576	1152	1152	1152	1152	1152	576	-0.792382	
576	576	1152	1152	576	1152	288	576	1152	1152	2304	1152	1152	1152	1152	1152	2304	1152	2304	1152	1152	576	2304	2304	2304	1152	1152	1152	1152	1152	2304	1152	1152	1152	1152	1152	2304	1152	2304	1152	1152	1152	576	576	1152	1152	1152	576	288	-0.759837	
288	576	576	576	1152	1152	576	576	1152	2304	1152	1152	1152	2304	576	1152	1152	1152	2304	2304	1152	1152	2304	2304	2304	2304	2304	2304	576	2304	2304	1152	1152	2304	1152	1152	1152	2304	1152	1152	1152	1152	576	1152	1152	1152	576	1152	576	-0.700355	
576	576	576	1152	576	1152	288	576	1152	1152	1152	2304	2304	1152	1152	1152	2304	2304	2304	1152	1152	1152	1152	2304	2304	2304	2304	2304	576	1152	1152	1152	1152	2304	1152	1152	1152	2304	2304	2304	1152	1152	576	576	1152	1152	1152	1152	576	-0.762371	
288	1152	576	576	576	576	576	1152	2304	2304	2304	1152	2304	1152	576	2304	1152	2304	2304	2304	2304	576	1152	2304	1152	2304	1152	1152	1152	2304	1152	1152	2304	2304	1152	1152	2304	1152	1152	2304	1152	2304	288	1152	1152	576	576	576	288	-0.669597	
288	1152	576	576	576	576	288	576	1152	2304	2304	1152	1152	2304	576	1152	2304	1152	2304	1152	2304	1152	1152	2304	1152	1152	2304	1152	1152	2304	1152	1152	1152	2304	2304	576	2304	2304	1152	1152	1152	2304	576	576	576	576	1152	576	288	-0.658873	
288	1152	1152	576	1152	1152	576	1152	1152	1152	1152	2304	1152	1152	576	2304	1152	1152	2304	1152	2304	1152	2304	2304	1152	2304	1152	1152	1152	1152	2304	2304	1152	2304	2304	1152	1152	2304	2304	1152	1152	1152	288	1152	1152	1152	1152	576	288	-0.684553	
288	576	576	576	576	1152	288	1152	1152	1152	2304	2304	2304	2304	576	1152	1152	1152	1152	1152	1152	576	1152	2304	2304	2304	1152	2304	576	2304	1152	2304	1152	2304	2304	1152	2304	2304	1152	2304	2304	2304	288	576	576	576	576	1152	288	-0.61475	
288	576	576	1152	1152	1152	288	576	2304	1152	1152	1152	2304	1152	1152	2304	1152	1152	2304	2304	2304	1152	1152	2304	2304	2304	2304	1152	576	1152	2304	1152	2304	1152	2304	1152	2304	1152	1152	1152	1152	2304	576	1152	576	1152	576	1152	288	-0.670666	
576	576	1152	576	576	576	576	576	1152	2304	1152	1152	2304	1152	576	1152	2304	1152	1152	1152	1152	576	1152	2304	1152	1152	2304	2304	1152	1152	2304	1152	2304	2304	1152	576	2304	1152	2304	2304	2304	2304	288	1152	1152	1152	1152	1152	576	-0.786062	
